Skill Name,Invocation Name,Category,baseline_risk_score,baseline_population_tier,llm_genericity_risk,llm_ambiguity_risk,llm_semantic_confusion_risk,llm_squatting_risk,llm_overall_risk,llm_reasoning
Personal Trainer,personal trainer,weather,0.6487000302719084,Q4 high,1,0,1,1,2,"The invocation name 'personal trainer' is mostly distinctive, with a clear meaning that is unlikely to be confused with other skills. While it's possible for users to mispronounce or abbreviate the name, the risk of genericity and squatting is low due to its specificity. The overall risk is moderate, as there may still be some potential for confusion or misuse."
Weather Helper,my helper,weather,0.6247362209247154,Q4 high,1,0,3,2,3,"The invocation name 'my helper' is mostly distinctive, but not extremely unique. There may be some minor ambiguity when users mispronounce or paraphrase the name. The semantic confusion risk is moderate due to the possibility of users confusing this skill with other weather-related skills. Squatting potential is low because it's not an extremely common phrase. Overall, the risk is moderate due to the moderate semantic confusion and squatting risks."
Storm Facts,storm facts,weather,0.5822003645393933,Q4 high,1,0,1,1,2,"The invocation name 'storm facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of semantic confusion is low due to the specificity of the topic. Squatting potential is also low since the name doesn't seem easily imitable or exploitable. Overall, the risk is moderate due to the possibility of minor mistakes or misinterpretations."
Snow Report for Baldy Mountain,baldy mountain,weather,0.5686066446036162,Q4 high,1,0,1,1,1,"The invocation name 'baldy mountain' is mostly distinctive and unique, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or confusing. It's also difficult for attackers to imitate or exploit this name, reducing the squatting risk."
Snow Report for Silverton Mountain,silverton mountain,weather,0.5675127138734577,Q4 high,0,1,1,1,1,"The invocation name 'silverton mountain' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is not ambiguous or open-ended, and the word 'mountain' provides a clear context for the skill's purpose. Squatting on this name would be challenging due to its specificity. Overall, the risk of misinterpretation or exploitation is very low."
Moon Phases,moon phases,weather,0.5614270600306489,Q4 high,1,0,1,1,1,"The invocation name 'moon phases' is mostly distinctive, with a clear and specific meaning. There is little to no ambiguity in the phrase's meaning. The risk of semantic confusion is minimal as it is unlikely to be confused with other skills. Squatting potential is also very low due to the specificity of the phrase."
Tornado Facts,tornado facts,weather,0.5586214907871706,Q4 high,0,1,1,1,1,"The invocation name 'tornado facts' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also very specific and unlikely to be mispronounced or paraphrased by users. While an attacker could potentially create a similar-sounding skill, the uniqueness of the name makes squatting or semantic confusion unlikely."
Moon Phase,moon phase,weather,0.5518746925428303,Q4 high,1,0,1,1,2,"The invocation name 'moon phase' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear and specific meaning, reducing ambiguity risk. While it's possible that an attacker could create a similar-sounding skill, the squatting potential is low due to the unique nature of the phrase. Overall, the risk is moderate, as users may still mispronounce or abbreviate the name."
Snow Report for Magic Mountain,magic mountain,weather,0.5428560826103586,Q4 high,0,1,1,1,1,"The invocation name 'magic mountain' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is not commonly used in everyday conversation, reducing the risk of ambiguity or squatting."
Jeep Man,jeep man,weather,0.5426755277610142,Q4 high,0,1,1,1,1,"The invocation name 'jeep man' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. It's also difficult to imitate or exploit, reducing the squatting risk. Overall, this skill has a very low risk profile."
Snow Report for Christmas Mountain,christmas mountain,weather,0.5424531883597199,Q4 high,0,1,1,1,1,"The invocation name 'christmas mountain' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also not commonly used in everyday conversation, reducing the risk of ambiguity or squatting."
My Weather Facts,my weather facts,weather,0.5381586809792371,Q4 high,1,0,1,1,1,"The invocation name 'my weather facts' is mostly distinctive, with a clear and specific meaning. There is little to no ambiguity in the phrase, making it easy for users to understand what the skill does. The risk of semantic confusion is minimal, as there are few other skills that share this exact name. Squatting potential is also low, as it would be difficult for an attacker to create a malicious variant that sounds similar."
Snow Report for Christie Mountain,christie mountain,weather,0.5359056887353754,Q4 high,0,1,1,1,1,"The invocation name 'christie mountain' is highly distinctive and unique, making it difficult to confuse with other skills. The lack of ambiguity in the meaning of this phrase also reduces the risk of semantic confusion or squatting."
